ID,Text,Target_1
357,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
358,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",ham
359,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",ham
360,Ha ha cool cool chikku chikku:-):-DB-),ham
361,Oh ok no prob..,ham
362,Check audrey's status right now,ham
363,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham
364,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham
365,Well i know Z will take care of me. So no worries.,ham
366,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
367,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
368,Wat uniform? In where get?,ham
369,"Cool, text me when you're ready",ham
370,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",ham
371,I will spoil you in bed as well :),ham
372,I'm going for bath will msg you next  &lt;#&gt;  min..,ham
373,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham
374,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
375,Can you say what happen,ham
376,You could have seen me..i did't recognise you Face.:),ham
377,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham
378,Keep my payasam there if rinu brings,ham
379,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
380,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham
381,"Yeah sure, give me a couple minutes to track down my wallet",ham
382,Hey leave it. not a big deal:-) take care.,ham
383,Hey i will be late ah... Meet you at 945+,ham
384,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
385,It took Mr owl 3 licks,ham
386,Customer place i will call you.,ham
387,Mm that time you dont like fun,ham
388,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
389,Yup having my lunch buffet now.. U eat already?,ham
390,Huh so late... Fr dinner?,ham
391,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,ham
392,Morning only i can ok.,ham
393,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham
394,Pick you up bout 7.30ish? What time are  and that going?,ham
395,From here after The performance award is calculated every two month.not for current one month period..,ham
396,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
397,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham
398,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
399,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
400,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x��150pw to e��nd txt stop",spam
401,Dear how is chechi. Did you talk to her,ham
402,The hair cream has not been shipped.,ham
403,None of that's happening til you get here though,ham
404,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
405,"Haha get used to driving to usf man, I know a lot of stoners",ham
406,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham
407,Hello! Good week? Fancy a drink or something later?,ham
408,Headin towards busetop,ham
409,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham
410,Come by our room at some point so we can iron out the plan for this weekend,ham
411,Cos i want it to be your thing,ham
412,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",ham
413,Bring home some Wendy =D,ham
414,100 dating service cal;l 09064012103 box334sk38ch,spam
415,Whatsup there. Dont u want to sleep,ham
416,Alright i have a new goal now,ham
417,FREE entry into our ��250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
418,"Alright, I'll head out in a few minutes, text me where to meet you",ham
419,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
420,Yes:)from last week itself i'm taking live call.,ham
421,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
422,Siva is in hostel aha:-.,ham
423,URGENT! Your Mobile number has been awarded with a ��2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
424,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,ham
425,Ok. She'll be ok. I guess,ham
426,aathi..where are you dear..,ham
427,Any pain on urination any thing else?,ham
428,7 at esplanade.. Do �_ mind giving me a lift cos i got no car today..,ham
429,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
430,At home watching tv lor.,ham
431,Does she usually take fifteen fucking minutes to respond to a yes or no question,ham
432,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
433,Booked ticket for pongal?,ham
434,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
435,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
436,"Ask g or iouri, I've told the story like ten times already",ham
437,How long does applebees fucking take,ham
438,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham
439,But i have to. I like to have love and arrange.,ham
440,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham
441,You were supposed to wake ME up &gt;:(,ham
442,Oic... I saw him too but i tot he din c me... I found a group liao...,ham
443,"Sorry, I'll call later",ham
444,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,ham
445,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham
446,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham
447,I wont get concentration dear you know you are my mind and everything :-),ham
448,LOL ... Have you made plans for new years?,ham
449,10 min later k...,ham
450,hanks lotsly!,ham
451,Thanks for this hope you had a good day today,ham
452,K:)k:)what are detail you want to transfer?acc no enough?,ham
453,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham
454,"Loan for any purpose ��500 - ��75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
455,Si si. I think ill go make those oreo truffles.,ham
456,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",ham
457,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham
458,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham
459,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
460,Where did u go? My phone is gonna die you have to stay in here,ham
461,Great. Never been better. Each day gives even more reasons to thank God,ham
462,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
463,"Sorry, I'll call later ok bye",ham
464,Ok i am on the way to railway,ham
465,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),ham
466,They don't put that stuff on the roads to keep it from getting slippery over there?,ham
467,When are you going to ride your bike?,ham
468,"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham
469,There are many company. Tell me the language.,ham
470,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
471,"How long has it been since you screamed, princess?",ham
472,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",ham
473,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam
474,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),ham
475,Ok I'm gonna head up to usf in like fifteen minutes,ham
476,Love you aathi..love u lot..,ham
477,Tension ah?what machi?any problem?,ham
478,"K, can I pick up another 8th when you're done?",ham
479,When're you guys getting back? G said you were thinking about not staying for mcr,ham
480,"Almost there, see u in a sec",ham
481,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
482,Watching tv lor...,ham
483,Thank you baby! I cant wait to taste the real thing...,ham
484,You should change your fb to jaykwon thuglyfe falconerf,ham
485,If we win its really no 1 side for long time.,ham
486,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
